ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YDR119W	          281.00	            NULL	            NULL	          357.20	          229.10	          259.90
YDR120C	          824.00	          196.10	            NULL	          995.00	          977.40	         1003.10
YDR121W	          242.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR122W	            NULL	          217.30	          747.50	         1009.90	            NULL	          387.40
YDR123C	          163.00	           81.60	            NULL	            NULL	          280.30	          237.10
YDR124W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR125C	            NULL	            NULL	           83.30	            NULL	            NULL	            NULL
YDR126W	          174.00	          267.10	          402.50	          227.00	            NULL	          221.50
YDR127W	         2325.00	         1112.90	         1037.20	         2236.60	         2890.80	         2792.30
YDR128W	          315.00	            NULL	          323.20	          518.70	          322.20	          388.40
YDR129C	         1234.00	          551.50	         1245.60	         2149.80	         1111.30	         1478.90
YDR130C	          192.00	          108.30	            NULL	          255.50	          266.30	          232.90
YDR131C	           92.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR132C	           64.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR133C	        10803.00	         9179.80	         8791.50	         8892.40	        13189.80	        11804.60
YDR134C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR135C	         1214.00	          223.80	          594.40	          791.50	         1282.40	         1355.60
YDR136C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR137W	          720.00	            NULL	          516.90	          655.80	          787.70	          751.20
YDR138W	            NULL	            NULL	            NULL	           89.90	            NULL	            NULL
YDR139C	         1808.00	          298.50	          413.60	          817.20	         1012.30	          967.90
YDR140W	          526.00	            NULL	          194.00	          342.30	            NULL	          314.80
YDR141C	          104.00	            NULL	            NULL	          494.30	          246.50	          165.60
YDR142C	            NULL	            NULL	          323.20	            NULL	            NULL	            NULL
YDR143C	          837.00	          653.10	          900.60	         1769.80	         1303.30	         1034.20
YDR144C	         1939.00	          877.40	          762.30	         3946.30	         3530.90	         2772.60
YDR145W	            NULL	            NULL	          441.20	            NULL	          430.40	          537.70
YDR146C	          124.00	            NULL	            NULL	            NULL	          274.50	          285.80
YDR147W	          164.00	            NULL	          182.90	          312.50	          173.20	          189.40
YDR148C	          422.00	          451.80	          784.40	         1482.10	          549.10	          738.80
YDR149C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR150W	          558.00	          250.50	          671.90	         1237.90	          772.60	          715.00
YDR151C	           73.00	            NULL	          199.50	          157.80	           26.60	          153.10
YDR152W	          345.00	          172.00	          249.40	          578.40	          357.10	          384.30
YDR153C	          578.00	         1231.10	         1574.00	         1790.20	          628.30	          640.30
YDR154C	        18105.00	        16093.50	        27336.90	        24026.40	        20238.10	        18171.50
YDR155C	         7941.00	         4988.90	         6924.40	        13686.50	         7459.00	         7168.90
YDR156W	         3057.00	         3581.80	         2799.10	         4894.90	         3911.50	         3336.60
YDR157W	          696.00	          472.10	          788.10	         1113.00	            NULL	          240.20
YDR158W	         9260.00	         7832.70	         6850.60	         9171.90	        10020.60	         9307.40
YDR159W	          989.00	          507.20	          836.10	         1031.60	         1360.30	         1142.00
YDR160W	           91.00	            NULL	          277.00	          232.40	            NULL	          183.20
YDR161W	          467.00	          147.10	            NULL	          516.00	          468.80	          347.00
YDR162C	          182.00	            NULL	            NULL	          244.60	            NULL	          155.20
YDR163W	          349.00	            NULL	          612.80	          399.30	          478.10	          391.50
YDR164C	          320.00	            NULL	            NULL	            NULL	            NULL	          258.80
YDR165W	          892.00	          492.40	            NULL	          522.80	          699.30	          699.40
YDR166C	          213.00	            NULL	            NULL	            NULL	            NULL	          177.00
YDR167W	          956.00	          240.40	          635.00	          796.90	          831.90	          763.70
YDR168W	          974.00	          341.00	          928.30	         1102.20	          708.60	          823.80
YDR169C	          586.00	            NULL	          681.10	          454.90	            NULL	          456.80
YDR170C	         3011.00	            NULL	         1230.90	         1509.30	         2840.80	         2455.40
YDR171W	          442.00	         2069.40	         5603.40	         2881.10	            NULL	          484.80
YDR172W	          655.00	            NULL	            NULL	            NULL	            NULL	          356.30
YDR173C	            NULL	            NULL	          171.90	            NULL	            NULL	           77.40
YDR174W	         4644.00	         3989.90	         3293.50	         8635.90	         5741.10	         5059.40
YDR175C	          326.00	          360.40	          830.50	         1170.00	          379.20	          665.20
YDR176W	          184.00	            NULL	            NULL	          267.70	            NULL	            NULL
YDR177W	         1894.00	         1493.30	         2077.70	         5916.60	         2753.50	         2849.30
YDR178W	          695.00	         1497.90	         3378.40	         3183.70	         1949.30	         1348.30
YDR179C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR179W-A	            NULL	            NULL	            NULL	          160.50	          202.30	          110.60
YDR180W	          188.00	            NULL	            NULL	          410.20	          333.80	          311.70
YDR181C	          243.00	          129.60	          256.70	          274.50	          393.20	          319.00
YDR182W	          689.00	            NULL	         1269.60	         1239.20	         1075.20	         1050.80
YDR183W	           82.00	            NULL	            NULL	          332.80	            NULL	          135.50
YDR184C	          581.00	            NULL	            NULL	          837.60	          470.00	          902.60
YDR185C	           89.00	            NULL	          293.60	          317.90	            NULL	            NULL
YDR186C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR187C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR188W	         2978.00	         1294.80	         2681.00	         5588.30	         3458.80	         3033.90
YDR189W	          328.00	          173.00	          478.10	          556.70	          383.90	          344.90
YDR190C	         1716.00	          414.90	          928.30	         2096.80	         1624.50	         1502.80
YDR191W	            NULL	            NULL	          435.70	            NULL	            NULL	            NULL
YDR192C	          250.00	            NULL	          448.60	          624.50	            NULL	          373.90
YDR193W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR194C	         1039.00	          397.30	          729.00	          952.90	          831.90	          870.50
YDR195W	         1036.00	         1024.30	         1332.30	         1280.00	         1122.90	         1115.10
YDR196C	          611.00	          453.70	          778.90	         1273.20	          738.80	          858.00
YDR197W	          108.00	          118.50	            NULL	           87.20	            NULL	            NULL
YDR198C	          504.00	          261.60	            NULL	          312.50	            NULL	          359.40
YDR199W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR200C	           87.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR201W	          392.00	            NULL	            NULL	            NULL	            NULL	          220.50
YDR202C	          333.00	          578.30	          954.10	            NULL	            NULL	          292.00
YDR203W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR204W	          777.00	          480.40	         1590.60	          570.30	            NULL	          384.30
YDR205W	            NULL	            NULL	            NULL	          111.60	            NULL	            NULL
YDR206W	          957.00	          838.70	         1175.50	         2547.30	         1573.30	         1276.80
YDR207C	          266.00	          337.30	          448.60	         1128.00	            NULL	          443.40
YDR208W	         1074.00	          796.20	         1736.40	         3281.40	         1786.30	         2098.80
YDR209C	          394.00	          213.60	            NULL	          744.00	            NULL	          208.10
YDR210W	         3522.00	         3024.10	         2476.20	         4259.80	         4829.80	         3691.10
YDR211W	          590.00	          361.30	            NULL	         1274.50	          878.50	          877.70
YDR212W	         2658.00	          766.70	         1129.40	         4335.80	         2198.30	         2232.60
YDR213W	           99.00	            NULL	            NULL	            NULL	            NULL	          144.80
YDR214W	          898.00	          467.50	          826.80	         2499.80	          656.20	          687.00
YDR215C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR216W	            NULL	          149.00	            NULL	          267.70	            NULL	          215.30
YDR217C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR218C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR219C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR220C	            NULL	            NULL	          323.20	          362.70	            NULL	            NULL
YDR221W	          132.00	            NULL	            NULL	          327.40	            NULL	            NULL
YDR222W	          238.00	          230.20	          245.70	          693.80	          397.80	          295.10
YDR223W	            NULL	           81.60	            NULL	            NULL	            NULL	            NULL
YDR224C	        10473.00	         6129.20	        10132.80	        11146.30	        13000.10	         9765.60
YDR225W	        17406.00	         7079.30	        12953.70	        11824.80	        19089.40	        14811.90
YDR226W	         7704.00	         4455.20	         5177.20	         8580.30	         8960.30	         8032.40
YDR227W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR228C	          153.00	          237.60	            NULL	          388.40	            NULL	          159.30
YDR229W	          677.00	            NULL	         1035.30	          818.60	          685.30	          555.30
YDR230W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR231C	          297.00	            NULL	         1011.30	          773.80	          582.90	          551.20
YDR232W	          735.00	          380.70	          533.50	          901.40	          766.80	          603.00
YDR233C	         9854.00	         4457.10	         4575.80	         6101.20	         9624.90	         7761.90
YDR234W	          382.00	          170.20	          203.20	          153.70	          337.30	          185.20
YDR235W	          164.00	            NULL	            NULL	            NULL	          179.00	          110.60
YDR236C	          841.00	          293.90	          579.60	          680.20	            NULL	          665.20
YDR237W	          514.00	            NULL	            NULL	          233.70	            NULL	          240.20
YDR238C	         1880.00	          413.00	          898.80	          852.50	         1095.00	         1286.10
YDR239C	          386.00	          203.40	          313.90	          733.10	          390.80	          343.90
YDR240C	            NULL	          105.60	            NULL	            NULL	            NULL	            NULL
YDR241W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR242W	          190.00	            NULL	            NULL	          284.00	          160.40	            NULL
YDR243C	          264.00	            NULL	            NULL	          526.80	          321.00	          263.00
YDR244W	           61.00	            NULL	            NULL	          104.80	            NULL	            NULL
YDR245W	          743.00	          276.40	          540.90	         1142.90	         1115.90	         1132.70
YDR246W	          465.00	          329.00	         1120.20	         1583.90	          488.60	          652.80
YDR247W	            NULL	          252.40	          463.40	          209.30	            NULL	            NULL
YDR248C	          375.00	          269.90	          828.70	         1088.60	          642.20	          513.90
YDR249C	          155.00	            NULL	          332.40	          411.50	            NULL	          209.10
YDR250C	           52.00	           57.60	            NULL	          130.60	            NULL	          108.50
YDR251W	         1362.00	          846.10	         2243.80	         2452.40	         1558.20	         1821.00
YDR252W	           55.00	            NULL	            NULL	          163.20	            NULL	           93.00
YDR253C	          118.00	            NULL	            NULL	            NULL	            NULL	          162.40
YDR254W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR255C	          434.00	          148.00	          537.20	          711.40	            NULL	          505.60
YDR256C	            NULL	            NULL	          168.20	            NULL	            NULL	            NULL
YDR257C	          120.00	            NULL	          142.40	          189.00	            NULL	          110.60
YDR258C	          415.00	          454.60	         2125.70	         1661.30	          379.20	          371.80
YDR259C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR260C	          214.00	            NULL	          315.80	          551.30	          322.20	          300.30
YDR261C	          975.00	          426.90	          754.90	          535.00	         1230.00	          890.10
YDR262W	          557.00	          414.90	         1210.60	          768.40	          484.00	          675.60
YDR263C	          120.00	            NULL	            NULL	          125.20	            NULL	          252.60
YDR264C	          520.00	          392.70	          485.50	          733.10	          464.20	          720.10
YDR265W	          296.00	            NULL	          426.50	          327.40	            NULL	          212.20
YDR266C	          713.00	            NULL	          382.20	          502.40	            NULL	          515.90
YDR267C	          264.00	           80.60	          182.90	          236.50	            NULL	          187.30
YDR268W	          149.00	            NULL	            NULL	          142.80	            NULL	            NULL
YDR269C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR270W	          524.00	          120.30	          581.50	          411.50	            NULL	          345.90
YDR271C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR272W	          117.00	            NULL	            NULL	          585.20	            NULL	          216.30
YDR273W	            NULL	            NULL	           83.30	            NULL	            NULL	            NULL
YDR274C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR275W	          106.00	            NULL	          461.50	          582.50	            NULL	          199.80
YDR276C	         8131.00	         6656.40	         8843.10	        17880.80	        11129.80	         8681.30
YDR277C	            NULL	            NULL	            NULL	            NULL	            NULL	          259.90
YDR278C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR279W	          147.00	            NULL	            NULL	          312.50	          208.10	            NULL
YDR280W	          452.00	          185.00	          269.70	          924.40	          536.30	          595.70
YDR281C	          271.00	            NULL	            NULL	          138.80	            NULL	            NULL
YDR282C	          308.00	            NULL	          730.90	          836.20	          573.60	          418.50
YDR283C	          140.00	            NULL	            NULL	          396.60	          226.70	          245.40
YDR284C	          975.00	          747.30	         1771.40	         1894.60	         1597.80	         1457.20
YDR285W	            NULL	          128.70	          492.90	            NULL	            NULL	          138.60
YDR286C	          287.00	            NULL	          284.40	          539.10	            NULL	          349.00
YDR287W	          155.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR288W	          107.00	            NULL	            NULL	          251.40	            NULL	            NULL
YDR289C	            NULL	          112.00	            NULL	            NULL	            NULL	            NULL
YDR290W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR291W	          599.00	          181.30	          435.70	          639.50	          422.30	          487.90
YDR292C	          478.00	            NULL	            NULL	          524.10	          326.80	          489.00
YDR293C	         1690.00	          631.90	         2085.10	         2837.70	         1470.90	         1865.60
YDR294C	         1178.00	          391.80	          861.90	         1600.20	          766.80	         1121.30
YDR295C	           47.00	          192.40	            NULL	            NULL	            NULL	            NULL
YDR296W	          681.00	          161.00	          550.10	          840.30	          659.70	          708.70
YDR297W	         1262.00	          175.70	          341.60	          668.00	         1316.10	         1019.70
YDR298C	          332.00	            NULL	          492.90	          594.70	            NULL	          450.60
YDR299W	          642.00	            NULL	            NULL	          459.00	            NULL	          449.60
YDR300C	          727.00	          183.10	            NULL	          368.10	          501.40	          352.10
YDR301W	          363.00	            NULL	          277.00	          309.70	          255.80	          320.00
YDR302W	          783.00	            NULL	          114.70	          284.00	          855.20	          667.30
YDR303C	          174.00	            NULL	            NULL	            NULL	            NULL	          156.20
YDR304C	         3266.00	         1108.30	         2334.20	         2532.40	         2350.80	         2575.70
YDR305C	          525.00	          401.90	          563.00	          556.70	          500.20	          338.70
YDR306C	          251.00	          389.00	          821.30	          771.10	            NULL	          353.20
YDR307W	          608.00	          591.20	          572.20	         1254.20	         1072.90	          748.10
YDR308C	          521.00	            NULL	          376.70	          897.30	          524.70	          648.60
YDR309C	         2736.00	         1298.50	         2048.20	         4413.10	         3838.20	         3920.20
YDR310C	         1096.00	          303.20	          546.40	         1315.20	         1160.20	         1039.40
YDR311W	            NULL	          161.90	          247.50	          464.40	          323.30	          264.00
YDR312W	            NULL	            NULL	            NULL	          113.00	            NULL	            NULL
YDR313C	            NULL	          168.40	          496.60	          625.90	            NULL	          335.60
YDR314C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR315C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR316W	          202.00	            NULL	          118.40	          346.40	          279.10	          179.00
YDR317W	           39.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR318W	          267.00	            NULL	            NULL	          437.30	            NULL	          273.40
YDR319C	          620.00	            NULL	          588.80	          885.10	            NULL	          653.80
YDR320C	           34.00	            NULL	          101.80	            NULL	            NULL	            NULL
YDR321W	         3570.00	         1846.00	          900.60	         2528.30	         4587.70	         3817.50
YDR322C-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR322W	          205.00	            NULL	            NULL	          228.30	          305.90	          185.20
YDR323C	           55.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR324C	          512.00	          132.30	            NULL	          579.80	            NULL	          581.20
YDR325W	          226.00	            NULL	          347.10	          251.40	          307.00	          273.40
YDR326C	          310.00	           72.30	            NULL	          203.90	            NULL	          331.40
YDR327W	          579.00	          239.40	            NULL	          450.90	            NULL	          370.80
YDR328C	         6660.00	         3405.40	         3963.20	         8322.50	         6948.00	         6390.40
YDR329C	          475.00	          303.20	          555.60	          324.70	          303.60	          385.30
YDR330W	          199.00	          177.60	          708.80	          410.20	            NULL	          186.30
YDR331W	          251.00	            NULL	          218.00	          118.40	            NULL	          191.50
YDR332W	          239.00	            NULL	          297.30	            NULL	            NULL	            NULL
YDR333C	          558.00	          234.80	          575.90	          411.50	            NULL	          312.80
YDR334W	          329.00	            NULL	          487.40	          320.60	            NULL	          262.00
YDR335W	          400.00	          142.50	          332.40	          798.20	            NULL	          469.30
YDR336W	          312.00	            NULL	          832.40	          993.60	          685.30	          624.80
YDR337W	          333.00	            NULL	            NULL	          867.40	          323.30	          464.10
YDR338C	          161.00	          210.80	          463.40	          408.80	          201.10	          243.30
YDR339C	          790.00	          368.70	          917.20	         2313.90	         1553.50	         1409.50
YDR340W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR341C	         4841.00	         3360.20	         2260.40	         7573.50	         9065.10	         8728.00
YDR342C	         2102.00	         1533.90	         2795.40	         4437.60	         3234.20	         4341.00
YDR343C	         2757.00	         2383.40	         4765.80	         5665.60	         3613.60	         7318.20
YDR344C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR345C	         6162.00	         1468.40	         1968.90	         5958.70	         7831.40	         6499.30
YDR346C	          228.00	            NULL	            NULL	          258.20	            NULL	          283.70
YDR347W	          968.00	          339.20	         1018.70	         1978.80	         1200.90	         1321.40
YDR348C	          152.00	            NULL	            NULL	          345.00	            NULL	            NULL
YDR349C	          462.00	          156.40	          561.20	          699.20	          651.50	          582.30
YDR350C	          232.00	          167.40	          350.80	          441.40	            NULL	          327.30
YDR351W	          159.00	            NULL	          291.80	            NULL	            NULL	            NULL
YDR352W	          178.00	            NULL	          170.00	          254.10	            NULL	          160.40
YDR353W	         6799.00	         3145.10	         3666.20	         7614.20	        11522.00	        10584.60
YDR354W	          458.00	            NULL	          339.80	            NULL	            NULL	          457.90
YDR355C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR356W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR357C	          311.00	            NULL	            NULL	            NULL	            NULL	          379.10
YDR358W	          294.00	          493.40	         2024.20	         1217.50	            NULL	          426.80
YDR359C	          251.00	          137.90	          291.80	          338.20	          481.60	            NULL
YDR360W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR361C	          445.00	          341.90	            NULL	          410.20	          563.10	          275.40
YDR362C	          261.00	            NULL	          160.80	          248.70	            NULL	            NULL
YDR363W	           68.00	            NULL	            NULL	          145.50	            NULL	           41.20
YDR363W-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR364C	          470.00	          155.40	          441.20	          270.40	          456.00	          285.80
YDR365C	         1197.00	          286.50	            NULL	          377.60	            NULL	          612.30
YDR366C	            NULL	            NULL	          363.70	            NULL	            NULL	            NULL
YDR367W	          161.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR368W	          581.00	          836.80	         2749.30	         4612.60	         1139.20	         1274.70
YDR369C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR370C	          924.00	         1069.50	         1123.90	         2134.80	         1489.50	         1426.10
YDR371W	            NULL	            NULL	            NULL	           99.40	            NULL	            NULL
YDR372C	          183.00	          177.60	            NULL	          818.60	          524.70	          432.00
YDR373W	          677.00	          487.80	          736.40	         2079.20	         1065.90	         1048.70
YDR374C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR375C	          449.00	          327.20	          629.40	         1199.90	          522.40	          683.90
YDR376W	          336.00	          452.70	          535.30	         1248.70	          947.20	          864.20
YDR377W	          378.00	          225.60	          376.70	         1123.90	          500.20	          532.50
YDR378C	         1042.00	          551.50	          596.20	         1536.40	         1148.50	         1014.50
YDR379W	           73.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR380W	          779.00	          374.20	         2315.70	         3835.10	         1027.50	         2283.40
YDR381W	         2491.00	         1286.50	         1705.00	         3109.10	         1844.50	         2992.40
YDR382W	        14640.00	        11560.00	         9715.80	        18448.00	        14669.10	        13395.80
YDR383C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR384C	         1692.00	          552.40	          282.60	          768.40	          831.90	          752.30
YDR385W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR386W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR387C	           97.00	            NULL	          266.00	          357.20	            NULL	          179.00
YDR388W	         2290.00	         1584.70	         2738.20	         4049.50	         2647.60	         2457.50
YDR389W	          228.00	            NULL	            NULL	          410.20	            NULL	          281.70
YDR390C	          424.00	            NULL	            NULL	          134.70	          326.80	          228.80
YDR391C	          118.00	          252.40	          765.90	          387.10	            NULL	            NULL
YDR392W	          266.00	          279.10	          664.50	          473.90	          309.40	          236.00
YDR393W	           69.00	          119.40	            NULL	            NULL	            NULL	            NULL
YDR394W	          650.00	          327.20	          478.10	          908.10	          337.30	          426.80
YDR395W	          947.00	          207.10	            NULL	          665.30	          802.80	          597.80
YDR396W	          300.00	            NULL	            NULL	          115.70	            NULL	            NULL
YDR397C	          660.00	          136.00	            NULL	            NULL	            NULL	            NULL
YDR398W	         1686.00	          201.60	            NULL	          577.10	         1164.80	          752.30
YDR399W	         1401.00	            NULL	            NULL	          317.90	          511.90	          549.10
YDR400W	          273.00	            NULL	            NULL	          231.00	            NULL	          239.20
YDR401W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR402C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR403W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR404C	          851.00	          605.10	         1170.00	         2145.70	         1638.50	         1406.40
YDR405W	          148.00	          364.10	            NULL	            NULL	          232.60	          236.00
YDR406W	          201.00	          734.30	         1559.30	         1081.80	          223.20	          681.80
YDR407C	          276.00	          186.80	          358.20	          514.60	          203.50	          376.00
YDR408C	         1936.00	         2026.00	         1974.40	         4025.10	         2218.10	         2424.30
YDR409W	           54.00	          108.30	            NULL	          358.60	          104.50	          165.60
YDR410C	         1258.00	         1490.50	         1634.90	         2639.60	         1784.00	         1513.20
YDR411C	         1320.00	         1377.90	         1607.20	         1954.40	         1766.50	         1594.00
YDR412W	          149.00	            NULL	            NULL	          320.60	            NULL	          171.80
YDR413C	            NULL	          233.00	            NULL	            NULL	            NULL	          223.60
YDR414C	            NULL	            NULL	            NULL	            NULL	            NULL	          266.10
YDR415C	          321.00	          266.20	          299.20	          547.20	          374.50	          529.40
YDR416W	          343.00	          439.80	          485.50	          819.90	          551.50	          694.20
YDR417C	           83.00	            NULL	            NULL	          193.00	            NULL	            NULL
YDR418W	         6981.00	         1891.20	         1784.40	         5833.90	         6454.60	         6063.90
YDR419W	           51.00	            NULL	            NULL	            NULL	            NULL	           94.00
YDR420W	          128.00	            NULL	            NULL	          168.60	            NULL	          178.00
YDR421W	           84.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR422C	          324.00	          248.70	          489.20	          578.40	            NULL	          364.60
YDR423C	          356.00	            NULL	          614.70	          699.20	            NULL	          427.80
YDR424C	         1838.00	          648.50	          677.40	         1121.20	         1645.50	          944.10
YDR425W	           27.00	            NULL	          402.50	            NULL	            NULL	            NULL
YDR426C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR427W	         1871.00	          882.10	         2629.30	         2972.10	         1413.90	         1574.30
YDR428C	          347.00	          159.10	          199.50	          321.90	            NULL	            NULL
YDR429C	         6680.00	         1563.50	         1780.70	         3350.60	         6118.20	         3586.40
YDR430C	          371.00	          185.00	          393.30	          378.90	            NULL	          320.00
YDR431W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR432W	          886.00	          178.50	          286.30	          279.90	          333.80	          291.00
YDR433W	         8764.00	         8130.00	         6173.50	        16538.80	         8664.70	         8762.20
YDR434W	          170.00	          130.50	          232.80	          446.80	          195.30	          236.00
YDR435C	          136.00	            NULL	          245.70	          400.70	            NULL	            NULL
YDR436W	          198.00	          429.60	         1754.80	          993.60	          401.30	          225.70
YDR437W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR438W	            NULL	          118.50	          266.00	            NULL	            NULL	            NULL
YDR439W	           53.00	           88.00	          299.20	            NULL	            NULL	            NULL
YDR440W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR441C	          158.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR442W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR443C	          392.00	            NULL	          675.50	         1087.30	          695.80	          367.70
YDR444W	          183.00	            NULL	            NULL	          248.70	          287.30	          201.80
YDR445C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR446W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR447C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR448W	          444.00	          389.00	          472.60	         1054.70	          716.70	          809.30
YDR449C	          210.00	            NULL	            NULL	          282.60	          286.10	          206.00
YDR450W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR451C	          179.00	            NULL	            NULL	          540.40	          328.00	          158.30
YDR452W	         1266.00	          630.90	         1005.80	         1847.20	         1134.50	         1127.50
YDR453C	           84.00	           76.00	          424.60	         1117.10	          212.80	          204.90
YDR454C	         3736.00	         1371.40	         1887.70	         3046.70	         4040.70	         3712.80
YDR455C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR456W	         1054.00	          602.30	         1031.60	         1393.90	          996.00	          917.10
YDR457W	          909.00	          314.20	          286.30	          855.20	          514.20	          830.00
YDR458C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR459C	          121.00	          204.40	          125.80	          180.80	          184.80	          171.80
YDR460W	          261.00	          544.10	          511.30	          795.50	            NULL	          248.50
YDR461W	         2752.00	         4518.90	        11732.30	        10204.60	         7759.20	         7561.80
YDR462W	          834.00	          637.40	          876.60	          806.40	          687.60	          606.10
YDR463W	          840.00	          808.20	         1319.40	         1141.50	          454.90	          922.30
YDR464W	          289.00	            NULL	            NULL	            NULL	          319.80	          124.10
YDR465C	         1330.00	            NULL	          105.50	          528.20	          438.60	          398.80
YDR466W	          743.00	            NULL	          478.10	          427.80	            NULL	          440.30
YDR467C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR468C	          166.00	            NULL	          319.50	          653.00	          295.40	            NULL
YDR469W	           72.00	            NULL	            NULL	          468.50	          148.80	          123.10
YDR470C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR471W	         4611.00	         2322.40	         1743.80	        11125.90	         6871.20	         6555.20
YDR472W	          646.00	          676.20	          721.70	         1617.80	          898.30	          836.20
YDR473C	            NULL	          112.00	          133.10	          326.00	            NULL	            NULL
YDR474C	          206.00	          246.80	          339.80	          788.70	          362.90	          314.80
YDR475C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR476C	         1754.00	         4108.10	         4511.20	         5097.00	         2378.70	         1887.40
YDR477W	          625.00	          640.20	          908.00	         1509.30	         1120.60	          924.40
YDR478W	          179.00	            NULL	            NULL	          383.00	          336.10	            NULL
YDR479C	          370.00	          368.70	          970.70	          928.50	          344.30	          411.20
YDR480W	          195.00	          160.00	          515.00	            NULL	          601.50	            NULL
YDR481C	          962.00	          350.20	          791.80	         1270.50	          652.70	         1056.00
YDR482C	          156.00	            NULL	            NULL	          479.40	            NULL	          253.70
YDR483W	         1312.00	          733.40	          976.30	         2185.00	         1789.80	         1777.50
YDR484W	          116.00	            NULL	          308.40	          408.80	            NULL	          222.60
YDR485C	          309.00	            NULL	          290.00	          460.40	            NULL	            NULL
YDR486C	          486.00	          226.50	          636.80	         1041.10	          589.90	          484.80
YDR487C	          846.00	          408.40	          500.30	          925.80	          844.70	          708.70
YDR488C	          245.00	          149.00	          166.30	            NULL	            NULL	          243.30
YDR489W	            NULL	            NULL	            NULL	            NULL	            NULL	          157.30
YDR490C	          481.00	          367.80	          585.10	          547.20	          549.10	          382.20
